AlgaeBloomReportID,UpdatedOn,CreatedOn,RegionalBoardID,CountyID,Latitude,Longitude,ObservationDate,HasPostedSigns,HasContactWithWater,WaterBodyType,WaterBodyName,WaterBodyManager,RecLandManager,IsIncidentResoloved,IncidentInformation,TypeofSign,OfficialWaterBodyName,BloomLastVerifiedOn,BloomDeterminedBy,ApprovedforPost
1626,9/21/2017 0:00,50:23.1,5,39,38.0592889,-121.55639,8/7/2017,No,No,River,San Joaquin River Stockton Deep Water Ship Channel,Various,Various,No,"UPDATE 09/21/17: Medium sized colonies of Microcystis sp. were observed in the San Joaquin River between NAV Light 57 (Prisoners Point) to NAV Light 12 (Empire Cut) and low widely scattered colonies were observed between NAV Light 14 and NAV Light 34 along Lower Roberts Island. The Regional Water Board is posting visual observations to notify the public that cyanobacteria have been observed in the river. No testing will be undertaken. Thus, use caution and avoid recreating in the bloom area.

On August 07, the California Department of Water Resources reported visual observation of a bloom. The Regional Water Board is posting DWR's visual observations to notify the public that cyanobacteria have been observed at this location. No testing will be undertaken. Thus, use caution and avoid recreating in the bloom area.",None,San Joaquin River (Stockton Deep Water Ship Channel),9/19/2017,Observation,TRUE
1627,9/21/2017 0:00,55:36.1,5,39,38.0556556,-121.53583,8/7/2017,No,No,River,San Joaquin River Stockton Deep Water Ship Channel,Various,Various,No,"UPDATE 09/21/17: Medium sized colonies of Microcystis sp. were observed in the San Joaquin River between NAV Light 57 (Prisoners Point) to NAV Light 12 (Empire Cut) and low widely scattered colonies were observed between NAV Light 14 and NAV Light 34 along Lower Roberts Island. The Regional Water Board is posting visual observations to notify the public that cyanobacteria have been observed in the river. No testing will be undertaken. Thus, use caution and avoid recreating in the bloom area.

On August 07, the California Department of Water Resources reported visual observation of a bloom. The Regional Water Board is posting DWR's visual observations to notify the public that cyanobacteria have been observed at this location. No testing will be undertaken. Thus, use caution and avoid recreating in the bloom area.",None,San Joaquin River (Stockton Deep Water Ship Channel),9/19/2017,Observation,TRUE
1628,9/21/2017 0:00,59:37.7,5,39,38.0335917,-121.48194,8/7/2017,No,No,River,San Joaquin River Stockton Deep Water Ship Channel,Various,Various,No,"UPDATE 09/21/17: Medium sized colonies of Microcystis sp. were observed in the San Joaquin River between NAV Light 57 (Prisoners Point) to NAV Light 12 (Empire Cut) and low widely scattered colonies were observed between NAV Light 14 and NAV Light 34 along Lower Roberts Island. The Regional Water Board is posting visual observations to notify the public that cyanobacteria have been observed in the river. No testing will be undertaken. Thus, use caution and avoid recreating in the bloom area.

On August 07, the California Department of Water Resources reported visual observation of a bloom. The Regional Water Board is posting DWR's visual observations to notify the public that cyanobacteria have been observed at this location. No testing will be undertaken. Thus, use caution and avoid recreating in the bloom area.",None,San Joaquin River (Stockton Deep Water Ship Channel),9/19/2017,Observation,TRUE
1629,9/21/2017 0:00,03:53.2,5,39,38.012669,-121.45806,8/7/2017,No,No,River,San Joaquin River Stockton Deep Water Ship Channel,Various,Various,No,"UPDATE 09/21/17: Medium sized colonies of Microcystis sp. were observed in the San Joaquin River between NAV Light 57 (Prisoners Point) to NAV Light 12 (Empire Cut) and low widely scattered colonies were observed between NAV Light 14 and NAV Light 34 along Lower Roberts Island. The Regional Water Board is posting visual observations to notify the public that cyanobacteria have been observed in the river. No testing will be undertaken. Thus, use caution and avoid recreating in the bloom area.

On August 07, the California Department of Water Resources reported visual observation of a bloom. The Regional Water Board is posting DWR's visual observations to notify the public that cyanobacteria have been observed at this location. No testing will be undertaken. Thus, use caution and avoid recreating in the bloom area.",None,San Joaquin River (Stockton Deep Water Ship Channel),9/19/2017,Observation,TRUE
2380,8/25/2020 11:27,16:35.0,5,39,37.9717,-121.37316,8/19/2020,No,Yes,,"San Joaquin River, at Buckley Cove (544LSAC13, s15)",,San Joaquin County Environmental Health,No,"On 8/19/20, the Central Valley Regional Water Board staff collected a water sample at this location during a nearby site visit. Lab results detected eleveted microcystin concentrations in the surface water sample at 4.52 ug/L. Waterbody managers and stakeholders will be notified today (8/25) of the lab results.  San Joaquin County Environmental Health will be posting Advisory signs at this location.",Caution,"San Joaquin River, at Buckley Cove",8/19/2020,Both,TRUE
1442,,8/2/2016 13:31,3,44,36.9641173,-122.01246,9/15/2015,Yes,No,River Lagoon,San Lorenzo River lagoon,City of Santa Cruz,City of Santa Cruz,No,Bloom observed throughout lagoon.,Advisory,San Lorenzo River Lagoon,11/1/2015,Observation,TRUE
1429,12/8/2016 0:00,7/28/2016 12:34,5,24,37.072892,-121.13813,7/26/2016,No,No,Reservoir,San Luis Reservoir,Department of Water Resources and Bureau of Reclamation,DWR and BOR,No,"12/08/2016 UPDATE: Microcystins measured at Pacheco Pumping Plant and Basalt Boat Launch were below Caution trigger levels. Signs have been removed.

UPDATE: 11/14/2016 Microcystins measured at Basalt Boat Launch were at 7.68ppb. The recreational health advisory has been upgraded to Tier I Warning.

UPDATE: In July the Department of Water Resources found the toxin, microcystin, above the states trigger thresholds in the San Luis Reservoir and ONeill Forebay. In response, California State Parks staff, which manages recreation at the sites, posted danger signs at the reservoir and caution signs at the Forebay. Conditions have improved slightly in the reservoir but have been variable in the forebay. For current posting information the public should contact Water Resources Public Affairs Representative Doug Carlson at (916) 653-5114, or Ted Thomas at (916) 653-9712.",Caution,San Luis Reservoir,11/28/2016,Analytical,TRUE
1738,12/7/2018 0:00,08:24.2,5,24,37.0365,-121.0936,5/21/2018,Yes,No,Reservoir,San Luis Reservoir (Basalt Boat Launch),DWR and USBR,State Parks,Yes,"Update 12/07/18: Recent testing at Basalt Boat Launch was non-detect for Microcystin.  All signs have been removed. Testing will be discontinued.  Routine monitoring will resume in April 2019. Contact DWR Public Information Office Maggie Macias for more information: (916) 653-8743.

Update 12/04/18: Recent testing found Microcystin at non-detect levels at the Basalt Boat Launch.  The Caution sign has been removed.  No advisory is in effect. Contact DWR Public Information Office Maggie Macias for more information: (916) 653-8743.

UPDATE 11/09/18: Recent testing indicated Microcystin at 0.37 ug/L, which is below the Caution recreational advisory.  Caution signs will remain posted until a second reading before lowering the advisory. Contact DWR Public Information Office Maggie Macias for more information: (916) 653-8743.

Update 10/31/18: Recent testing indicated Microcystin at 1.13 ug/L, which is above the Caution recreational advisory level. Caution signs will remain posted at the reservoir. Contact DWR Public Information Office Maggie Macias for more information: (916) 653-8743.

Update 10/25/18: Recent testing indicated Microcystin at 1.21 ug/L, which is above the Caution recreational advisory level. Caution signs will remain posted at the reservoir. Contact DWR Public Information Office Maggie Macias for more information: (916) 653-8743.

Update 10/19/18: Recent testing indicated Microcystin at 1.50 ug/L, which is above the Caution recreational advisory level. Caution signs will remain posted at the reservoir. Contact DWR Public Information Office Maggie Macias for more information: (916) 653-8743.

Update 10/11/18: Recent testing indicated Microcystin at 1.94 ug/L, which is above the Caution recreational advisory level. Caution signs will remain posted at the reservoir. Contact DWR Public Information Office Maggie Macias for more information: (916) 653-8743.

Update 10/05/18: Recent testing indicated Microcystin at 3.35 ug/L, which is above the Caution recreational advisory level. Caution signs will remain posted at the reservoir. Contact DWR Public Information Office Maggie Macias for more information: (916) 653-8743.",None,San Luis Reservoir Basalt Boat Launch,12/3/2018,Analytical test,TRUE
1534,1/3/2018 0:00,17:46.7,5,24,37.0365,-121.0936,5/23/2017,Yes,No,Reservoir,San Luis Reservoir at Basalt Boat Launch,Department of Water Resources,California State Park Service,Yes,"Update 01/02/2018: Lab results on 12/12/17 ad 12/18/17 were non-detect.  DWR concluded their sampling at this site for the year.

Update 12/08/17: Latest lab result was 0.19 ug/L (Dec 4 sample). No advisory in place. DWR will continue weekly sampling until no toxin is detected. For current posting information, contact DWR Public Affairs staff Doug Carleson at (916) 653-5114 or Ted Thomas at (916) 653-9712.

Update 12/4/17: Latest lab results at San Luis Basalt Boat Launch are 0.21 ug/L (Nov 27 sample) and 0.30 ug/L (Nov 20 sample).  This is below Caution level. No advisory in place. DWR will continue weekly sampling until no toxin is detected. For current posting information, contact DWR Public Affairs staff Doug Carleson at (916) 653-5114 or Ted Thomas at (916) 653-9712.

UPDATE 11/21/17: Latest lab result at San Luis Basalt Boat Launch is 0.22 ug/L. Two consecutive weeks of sampling have had results below Caution advisory level of 0.8 ug/L.  Thus, Caution signs being removed. No advisory in effect.  State Parks will be removing Caution signs.  DWR will be issuing a press release. DWR will continue weekly sampling until no toxin is detected.For current posting information, contact DWR Public Affairs staff Doug Carleson at (916) 653-5114 or Ted Thomas at (916) 653-9712.

UPDATE 11/08/17: Latest lab result at San Luis Basalt Boat Launch is 0.28 ug/L. Caution sign will remain in effect. DWR will continue weekly sampling until microcsytins are no longer detected. No advisory in effect for O'Neil  Forebay or Gianelli Pumping Plant.  For current posting information, contact DWR Public Affairs staff Doug Carleson at (916) 653-5114 or Ted Thomas at (916) 653-9712.

UPDATE 11/03/17:  Latest lab results at San Luis Basalt Boat Launch is 1.23 ug/L.  This is second consecutive sample below warning so signage can be downgraded from Warning to Caution.  DWR will issue press release and State Parks will adjust signage. No advisory in effect for O'Neil  Forebay or Gianelli Pumping Plant.  For current posting information, contact DWR Public Affairs staff Doug Carleson at (916) 653-5114 or Ted Thomas at (916) 653-9712.",None,San Luis Reservoir - Basalt Road Boat Launch,12/18/2017,Analytical,TRUE
1939,1/8/2020 0:00,08:56.3,5,24,37.0365,-121.0936,4/29/2019,Yes,No,Reservoir,San Luis Reservoir Basalt Boat Launch,CA Department of Water Resources,CA State Parks,Yes,"California Department Water Resources conducts cyanobacteria monitoring at the San Luis Reservoir Basalt Boat Launch from May through Oct/Nov. Results listed below. Contact Ryan Endean, DWR Public Information Office, for more information: (916) 653-9712.
TOXIN TESTING RESULTS & ADVISORY RECOMMENDATIONS:
12/23/2019: Microcystin was non-detect. No advisory is recommended. Sampling has ceased for the season.
12/16/2019: Microcystin was non-detect. No advisory is recommended. Testing will continue until two consecutive results of non-detect are completed.
12/09/2019: Microcystin result was 0.31 ug/L. No advisory in place. Testing will continue until two consecutive results of non-detect are completed.
12/03/2019: Microcystin result was 0.49 ug/L. No advisory in place. Testing will continue until two consecutive results of non-detect are completed.
11/25/2019: Toxin testing not completed as concentration of potential toxin producers was low and testing not recommended. No advisory in place. Testing will continue until two consecutive results of non-detect are completed.
11/18/2019: Microcystin result was non-detect. No advisory in place.
11/12/2019: Microcystin result was non-detect. Caution advisory is being removed. DWR will sample next week. If result is still non-detect, then sampling will end for the year.
11/04/2019: Microcystin result was non-detect. Caution is still advised until a second consecutive lab sample comes back at levels below the Caution threshold. Weekly monitoring will continue until toxins are not detected for two consecutive weeks. 
10/29/2019: Microcystin detected at 0.90 ug/L. Recreational health advisory downgraded to Caution. Weekly monitoring will continue until toxins are not detected for two consecutive weeks. 
10/21/2019: Microcystin detected at 0.99 ug/L. Recreational health advisory downgraded to Caution. Weekly monitoring will continue until toxins are not detected for two consecutive weeks. 
10/14/2019: Microcystin detected at 1.21 ug/L. Danger advisory for recreation to remain in place until two consecutive lab results below the Danger advisory level; no water-body-contact activities recommended.
10/07/2019: Microcystin detected at 27.1 ug/L. Danger advisory for recreation; no water-body-contact activities recommended.",None,San Luis Reservoir at Basalt Boat Launch,12/23/2019,Analytical,TRUE
2246,11/16/2020 7:49,48:52.9,5,24,37.038611,-121.09305,5/11/2020,Yes,No,,"San Luis Reservoir, Basalt Boat Launch",CA Dept. of Water Resources (916) 653-8743,State Parks,No,"California Department of Water Resources conducts cyanobacteria monitoring at San Luis Reservoir - Basalt Boat Launch from Memorial Day to Labor Day (season is extended if cyanotoxins are present). DWR Public Affairs Office (916) 653-8743. Results for this site provided below.

11/16/2020: Samples collected on 11/9 detected microcystin at did not detect microcystin. No advisory, and sampling has concluded for 2020.

11/6/2020: Samples collected on 11/2 did not detect cyanotoxins. Caution advisory remains until consecutive sampling events do not detect microcystin.

11/2/2020: Samples collected on 10/26 did not detect cyanotoxins. Caution advisory remains for the entire reservoir.

0/22/20: water samples collected on 10/19/20 detected microcystin at 2.33 ug/L. Caution advisory. 

10/15/2020: Water samples collected on 10/12 measured 0.64 ug/L of microcystin. Caution advisory.

10/8/2020: Samples collected on 10/5 measured 2.94 ug/L of microcystin. Caution advisory.

10/01/20: Water samples show 2.00 ug/L of microcystins detected. Low abundance of other cyanobacteria were observed. Caution advisory remains. 

9/25/20: Water samples show 2.15 ug/L of microcystins detected. No other cyanobacteria were observed. Caution advisory remains.

9/18/20: Water samples show 0.79 ug/L of microcystins detected. Low abundance of other cyanobacteria detected in water samples. Caution advisory remains. 

9/11/20: Water samples show 0.34  ug/L of microcystins detected. Low abundance of other cyanobacteria detected in water samples. Caution advisory remains. 

9/04/20: Water samples show 0.58 ug/L of microcystins detected. Low abundance of other cyanobacteria detected in water samples. Caution advisory. 

8/27/20: No microcystins were detected in water samples. Low abundance of other cyanobacteria detected in water samples. Toxins not analyzed. Caution advisory remains. 

8/21/20: No microcystins were detected in water samples. Low abundance of other cyanobacteria detected in water samples. Toxins not analyzed. Caution advisory remains. 

8/13/20: No microcystins were detected in water samples. Low abundance of other cyanobacteria detected in water samples. Toxins not analyzed. Caution advisory reamins. 

8/7/20: No microcystins were detected in water samples. Low abundance of other cyanobacteria detected in water samples. Caution advisory remains.

7/30/20: No microcystins were detected in water samples. Low abundance of other cyanobacteria detected in water samples. Caution advisory remains. 

7/23/20: Water samples show 0.34 ug/L of microcystins detected. Low abundance of other cyanobacteria detected in water samples. Caution advisory. 

7/09/20: Water samples detected 1.96 ug/L of microcystins. Low abundance of other cyanobacteria in water samples. Caution advisory issued. 

7/16/20: Water samples detected 0.68 ug/L of microcystins. Caution advisory issued. Low abundance of other cyanobacteria detected in water samples. Toxins not analyzed.

7/03/20: Water samples detected 1.80 ug/L of microcystins. Low abundance of other cyanobacteria in water samples. Caution advisory issued. 

6/26/20: Microcystins detected 2.2 ug/L. Low abundance of other cyanobacteria detected in water samples. Warning advisory remains. 

6/15/20: Microcystins detected 7.4 ug/L. Advisory is being increased to Warning. Low abundance of cyanobacteria detected in water samples. Toxins not analyzed.

6/12/20: Microcystins detected 3.8 ug/L. Advisory downgraded to Caution. Low abundance of cyanobacteria present, no other toxins analyzed.

6/1/20: Microcystins detected 2.5 ug/L. Warning advisory continues. Low abundance of cyanobacteria present. Toxins not analyzed.

5/26/20: Microcystins detected 11.9  ug/L. Warning advisory signs are posted. 

5/18/20: Microcystin detected at 0.72 ug/L. This is below any trigger level. No advisory is issued.",None,"San Luis Reservoir, Basalt Boat Launch",11/9/2020,Analytical,TRUE
2247,11/16/2020 7:49,50:41.3,5,24,37.0619,-121.1806,5/11/2020,No,No,,"San Luis Reservoir, Pacheco Pumping Plant",CA Dept. of Water Resources (916) 653-8743,State Parks,No,"California Department of Water Resources conducts cyanobacteria monitoring at Pacheco Pumping Plant from April to October (season is extended if cyanotoxins are present). DWR Public Affairs Office (916) 653-8743. Results for this site are provided below.

11/16/2020: Samples collected on 11/9 detected microcystin at did not detect microcystin. No advisory, and sampling has concluded for 2020.

11/6/2020: Samples collected on 11/2 did not detect cyanotoxins. Caution advisory remains until consecutive sampling events do not detect microcystin.

11/2/2020: Samples collected on 10/26 detected microcystin at 
0.45 ug/L. Caution advisory.

10/22/20: water samples collected on 10/19/20 did not detect cyanotoxins. Cation advisory for entire reservoir.

10/15/2020: Water samples collected on 10/12 did not detect microcystin. No advisory.

10/8/2020: Samples collected on 10/5 did not identify any cyanobacteria in the sample. No advisory. 

10/01/20: Low abundance of cyanobacteria detected in water samples. No toxins analyzed.

9/25/20: No microcystins were detected in water samples. No other potential toxigenic cyanobacteria were detected. Toxins not analyzed. 

9/18/20: No microcystins were detected in water samples. No other potential toxigenic cyanobactera were  detected. Toxins not analyzed. 

9/11/20: Water samples show no microcystins detected. No other potential toxigenic cyanobacteria detected in water samples. 

9/04/20: Water samples show no microcystins detected. Low abundance of other cyanobacteria detected in water samples.

8/27/20: Low abundance of microcystins detected in water samples. No other toxigenic cyanobacteria observed. Toxins not analyzed.

8/21/20: Low abudance of microcystins detected in water samples. No other toxigenic cyanobacteria observed. Toxins not analyzed.

8/13/20: Low abundance of cyanobacteria detected in water samples. Toxins not analyzed. 

8/7/20: No microcystins were detected in water samples. No other toxigenic cyanobacteria detected. 

7/30/20: No microcystins were detected in water samples. Low abundance of other cyanobacteria detected in water samples. 

7/23/20: No microcystins were detected in water samples. No toxigenic cyanobacteris observed.

7/16/20: No microcystins were detected in water samples. No other toxigenic cyanobacteria observed. Toxins not analyzed. 

7/09/20: Water samples detected 0.52 ug/L of microcystins. No other toxigenic cyanobacteria observed.

7/03/20: Water samples detected 0.75 ug/L of microcystins. No other toxigenic cyanobacteria observed.

6/26/20: Microcystins of 0.45 ug/L detected. Low abundance of  other cyanobacteria detected in water samples.

6/15/20: No toxigenic cyanobacteria observed. Toxins not analyzed.

6/12/20: Microcystins not detected. Low abundance of cyanobacteria present in sample, other toxins not analyzed. 

5/18/20: No cyanotoxins were detected in water samples.

4/20/2020: No cyanotoxins were detected in water samples.",None,"San Luis Reservoir, Pacheco Pumping Plant",11/9/2020,Both,TRUE
2373,11/17/2020 16:24,56:38.6,3,40,35.328043,-120.47969,7/23/2020,Yes,Yes,,Santa Margarita Lake (Salinas Reservoir),,City of San Luis Obispo,No,"11/17/20: Water monitoring conducted by County of San Luis Obispo detected moderate abundance of cyanobacteria. Recommendation of caution advisory continues. 

10/16/20: Water monitoring conducted by Water Boards staff. Water testing detected low levels of microcystins. Recommendation to post caution advisory continues. 

On 8/12/2020 the Parks  Dept. posted caution advisory signs around the lake to inform recreators of a confirmed cyanobacteria bloom. The City routinely monitors the lake and results confirmed the bloom, no microcystins were detected.",Caution,Santa Margarita Lake (Salinas Reservoir),11/3/2020,Both,TRUE
2565,1/15/2021 15:21,11:56.5,3,40,35.328043,-120.47969,1/1/2021,No,No,,Santa Margarita Lake (Salinas Reservoir),San Luis Obispo County Public Works Department,San Luis Obispo County Parks,No,"County of San Luis Obispo conducts routine monitoring  for cyanobacteria and cyanotoxins at this waterbody.
***********************************************
1/15/2021: Samples collected on 1/12 measured 6,100 cyanobacterial cells / mL. No cyanotoxins were analyzed. Caution advisory.",Caution,Santa Margarita Lake (Salinas Reservoir),1/12/2021,,TRUE
2458,10/19/2020 11:37,03:47.6,1,47,41.635664,-123.07736,9/15/2020,No,Yes,River,Scott River at Indian Scotty Campground at beach,USFS,,No,"Samples were collected by Quartz Valley Tribe at this site to investigation potential HAB. Lab results detected anatoxin-a and triggers posting of Caution advisory. 

Results: Anatoxin-a 31.58 g/L (ELISA Algal mat composite)

Report submitted for holiday assessment",Caution,Scott River at Indian Scotty Campground at beach,10/19/2020,Both,TRUE
2461,10/19/2020 11:37,13:22.0,1,47,41.63954,-123.05974,9/15/2020,No,No,River,Scott River at Jones Beach River Access at beach,USFS,,No,"Samples were collected at this site by the Quartz Valley Tribe to investigation potential HAB. Lab results detected anatoxin-a and triggers posting of Caution advisory.

Results: Anatoxin-a 0.27 g/L (ELISA Grab water)

Report submitted for holiday assessment",Caution,Scott River at Jones Beach River Access at beach,10/19/2020,Both,TRUE
1661,11/29/2017 0:00,07:10.4,2,21,38.0895,-122.5595,7/27/2017,Yes,No,Pond,"Scottsdale Pond, Vintage Oaks Shopping Center",City of Novato,City of Novato,Yes,"Bloom resolved in October. Oct. 5, 2017: Algal toxin (microcystin) decreased to  between 0.2 to 0.3 ug/L and signs changed to caution. July 27, 2017: Algal toxin (microcystin) detected at levels between 2 to 8 ug/L; Warning sign posted. 

Similar situations occur every few years at Scottsdale Pondtypically during periods of drought or particularly warm summers.",None,"Scottsdale Pond (btwn Hwy 101, Redwood and Rowland Blvds)",10/5/2017,Analytical Test and Observation,TRUE
2276,6/19/2020 9:53,41:10.2,4,56,34.560445,-119.16452,6/15/2020,No,Yes,,"Sespe Creek, Piedra Bianca Trailhead area",,,No,On 6/15/2020 report submitted regarding suspected bloom in Sespe Creek near the Piedra Bianca Trailhead area. The Regional Water Board is investigating the report and will follow up with details. Please avoid contact with bloom material.,,"Sespe Creek, at Piedra Bianca Trailhead area",6/15/2020,Observation,TRUE
2448,9/11/2020 9:49,39:06.4,5,34,38.1161026,-121.62552,9/5/2021,No,No,,Seven Mile Slough,,"Owl Harbor Marina, 916-777-6055",No,9/11/2020: On 9/5 Water Boards was informed of cyanobacteria floating at the surface within the marina. On 9/10 Regional Board staff collected samples. Less biomass was observed during sampling than was first reported on 9/5. Caution advisory while we wait for lab results.,Caution,"Owl Harbor Marina, Seven Mile Slough",9/10/2020,,TRUE
1544,8/31/2017 0:00,00:19.9,2,1,37.668858,-121.83874,6/2/2017,Yes,No,Lake,Shadow Cliffs ,East Bay Regional Park District,East Bay Regional Park District,Yes,Bloom dissipated and advisory signs removed in June 2017. Routine monitoring by Parks staff continues in Lake and in nearby Arroyo Del Valle in Shadow Cliffs Regional Park.,NONE,Shadow Cliffs Lake,6/6/2017,"Visual, Laboratory Analysis",TRUE
1847,10/25/2018 0:00,35:56.9,2,1,37.6684618,-121.84425,8/20/2018,Yes,No,Artificial ponds,Shadow Cliffs Arroyo ,East Bay Regional Parks,East Bay Regional Parks,Yes,"Bloom resolved and signs removed on October 25, 2018.",None,Shadow Cliffs Arroyo,10/23/2018,Observation,TRUE
2434,12/31/2020 15:29,13:03.8,2,1,37.666807,-121.83669,8/24/2020,Yes,Yes,,"Shadow Cliffs Arroyo, Dog Access area",,East Bay Regional Parks,No,"On 12/23/20, no visible cyanobacteria were observed at the popular dog area.

On 12/8/20, no visible cyanobacteria were observed at the popular dog area. A sample was tested for Microcystins, using Abraxis CAAS, resulting in a non-detect

On 12/1/20, few specks of Oscillatoria-type cyanobacteria were observed suspended in the water column attached to muck at the popular dog area. A sample was tested for Microcystins, using Abraxis CAAS, resulting in 0.01 ppb.

On 11/10/20, no visible cyanobacteria were observed at the popular dog area. 

On 11/3/20, no visible cyanobacteria were observed at the popular dog area. 

11/2/2020: On 10/28/20, small clumps of Dolichospermum-type cyanobacteria were observed suspended in the water column at the popular dog area. A sample was tested for Microcystins, using Eurofins-Abraxis Strip Test Kit, resulting in a non-detect.

10/20/20, no cyanobacteria were observed at the popular dog area.

On 10/13/20, no cyanobacteria were observed at the popular dog area.

10/6/20, no cyanobacteria were observed at the popular dog area.

9/24/20: : On 9/22/20, no visible cyanobacteria was observed at the popular dog area.

9/17/20: On 9/15/20, no visible cyanobacteria was observed at the popular dog area.

9/10/20: On 9/9/20, no visible cyanobacteria was observed at the popular dog area.

9/04/20: EBRP staff observed small specks of suspended cyanobacteria throughout the water column at the dog access, caution advisory posted. Other monitoring sites at the swim beach and boat launch does not have visible bloom and no advisory is posted.",Caution,"Shadow Cliffs Arroyo, Dog Access area",12/23/2020,Observation,TRUE
1521,,03:55.2,2,1,37.668858,-121.83874,1/24/2017,Yes,No,Lake,Shadow Cliffs Lake,East Bay Regional Parks District,East Bay Regional Parks District,Yes,"UPDATE 04/06/2017 No visual indicators of bloom, and signs removed. Bloom resolved. 
01/24/2017 Routine monitoring indicated visual bloom occurring near shoreline, but no microcystins detected.",For current sign see 2017 bloom #1544,Shadow Cliffs Lake,1/24/2017,"Visual, Analytical",TRUE
2548,1/15/2021 12:04,56:07.5,2,1,37.668858,-121.83874,1/7/2021,No,No,,Shadow Cliffs Reservoir ,"East Bay Regional Park District, 1-888-327-2757","East Bay Regional Park District, 1-888-327-2757",No,"East Bay Regional Park District conducts routine cyanobacteria bloom monitoring at this lake or shoreline location. For more info, go to: https://www.ebparks.org/about/stewardship/water/cyanobacteria_(blue_green_algae)_updates.htm

The 2021 routine monitoring results are provided below:
------------------------------------------------------------------------------
On 1/12/21, no visible cyanobacteria were observed at the swim beach.

On 1/7/21, no visible cyanobacteria were observed at the swim beach or boat launch.",None,Shadow Cliffs Reservoir,1/12/2021,Observation,TRUE
2516,1/15/2021 11:34,26:19.5,2,1,37.666807,-121.83669,1/4/2021,Yes,No,,Shadow Cliffs Reservoir & Arroyo - dog access area,,"East Bay Regional Park District, 1-888-327-2757",No,"East Bay Regional Park District conducts routine cyanobacteria bloom monitoring at this lake or shoreline location. For more info, go to: https://www.ebparks.org/about/stewardship/water/cyanobacteria_(blue_green_algae)_updates.htm

The 2021 routine monitoring results are provided below:
------------------------------------------------------------------------------

On 1/12/21, no visible cyanobacteria were observed at the popular dog area.",Caution,"Shadow Cliffs Arroyo, dog access area",1/12/2021,Both,TRUE
1416,9/9/2016 0:00,7/12/2016 10:20,5,45,40.822311,-122.02478,7/5/2016,Yes,No,Lake,Shasta Lake/Pit River Arm,Unknown,"USDA Service Center, Forest Service Shasta-Trinity National Forest 530-226-2500",No,"In August a cyanobacteria bloom was reported occurring in the Pit River arm of Lake Shasta.  Low concentrations of the toxin, Anatoxin-a, were found and routine monitoring was conducted by the Central Valley Regional Water Quality Control Board (Redding Office). 
For more information on this cyanobacteria bloom event, contact Clint Snyder or Bryan Smith at (530) 224-4845.",Caution,Shasta Lake,9/9/2016,Analytical,TRUE
1723,,06:11.6,4,19,34.097682,-118.26503,4/9/2018,No,No,Reservoir,Silver Lake,Los Angeles Department of Water and Power,NA,No,"As of 4/19/18, LA Dept. of Water and Power determined that the green discoloration of reservoir is due to algae growth and not cyanobacteria. The water body has not been used as drinking water source since 2013 and is fenced off. No sign is posted - there is no water access for people and dogs.",None,Silver Lake Reservoir,4/19/2018,Analytical,TRUE
1444,9/20/2016 0:00,8/4/2016 10:36,6,36,34.285733,-117.34536,7/25/2016,No,No,Lake,Silverwood Lake,"Department of Water Resources, State Water Project",Department of Water Resources,Yes,Bloom at Silverwood lake at the Silverwood Lake Outlet and Cleghorn Cove. Samples sent to laboratory and reported at non-detectable levels as of 09/06/2016,None,Silverwood Lake,9/6/2016,Observation,TRUE
1538,6/12/2017 0:00,03:03.7,6,36,34.279301,-117.32958,5/31/2017,Yes,No,Lake,Silverwood Lake,Department of Water Resources,CA State Parks,Yes,"UPDATE: On 6/9/17 Water manager shared that the initial monitoring using field test strips was a false positive, advisory signs have been removed.
On 5/31/17: As part of DWRs routine water quality monitoring, samples collected indicate presence of cyanobacteria. Caution signs have been posted. Samples have been sent to laboratory for toxin analysis.",Caution,Silverwood Lake,5/31/2017,Analytical,TRUE
1580,8/11/2017 0:00,08:05.0,6,36,34.283062,-117.33502,7/5/2017,Yes,No,Lake,Silverwood Lake,Department of Water Resources,CA State Parks,No,"UPDATE 8/11/17: DWR recommends CAUTION for Silverwood Lake Willows Swim Beach. The advisory has been downgraded for Cleghorn Swim beach. The remainder of the lake has no advisory in place.

UPDATE: On 7/28/2017, DWR downgraded warning advisory to caution.  Swim beaches will reopen this weekend. New lab results from 7/25/2017 as follows: Microcystins detected - Outlet: 0.27 ug/L, Cleghorn swim beach: 2.55 ug/L, Sawpit swim beach: non-detect (ND) and Willows swim beach: 0.26 ug/L.",CAUTION,Silverwood Lake,8/11/2017,Analytical,TRUE
